Country,Forecast
Malawi,1.0
Vietnam,0.9879947402458353
Mali,0.9848651344005953
Burundi,0.9698638907312613
Comoros,0.9683922314334081
Cambodia,0.9656405220767783
Guyana,0.9571779108070072
Saint Helena,0.9566482065256287
Burkina Faso,0.9548610345331683
Myanmar,0.9547758642467242
Zambia,0.9544125833142767
Bangladesh,0.9534056112056262
Tanzania,0.9506735050031397
Nepal,0.9490377490566326
Rwanda,0.9463832676773392
Guinea,0.940710717599625
Gambia,0.9318014483447163
Ethiopia,0.9309794901013455
Niger,0.9284401801150428
Tajikistan,0.9262373812190794
Laos,0.9259266901286597
El Salvador,0.9079999582752362
Philippines,0.9047582279221511
Uganda,0.9047412955809724
East Timor,0.9042257754253686
Paraguay,0.8898421251237418
Georgia,0.8850323511639359
Namibia,0.883706349247588
United Arab Emirates,0.8786802781226478
Oman,0.8747325534916035
Panama,0.8693803944795124
China,0.8675100948331748
Luxembourg,0.8645291463567985
Ecuador,0.8626191118855133
Iran,0.8607398434671982
Uzbekistan,0.8598159966572932
Sri Lanka,0.8532423081588394
New Caledonia,0.8520679344083475
Honduras,0.8520596078747767
Costa Rica,0.8505421259133886
Jordan,0.8495738072426678
Dominican Republic,0.8493512938951003
Mauritius,0.8492914872649361
Haiti,0.8490842156858279
Solomon Islands,0.8470396307974584
Mexico,0.8458076146393158
India,0.8452526208079827
Bosnia and Herzegovina,0.8386148532721438
Anguilla,0.836589357638475
Morocco,0.8348485597603209
Somalia,0.8334624080847037
Sao Tome and Principe,0.8222663830711114
Kazakhstan,0.8214688557807035
Saint Vincent and the Grenadines,0.8208359324015871
Kyrgyzstan,0.8193665839843575
Cyprus,0.818873113116191
Mozambique,0.816168524116946
Gabon,0.814057716442123
Spain,0.8137511008045915
Kiribati,0.8126519430400309
Armenia,0.8125622688628859
Canada,0.8120629215787454
Australia,0.8112441403974853
Malaysia,0.810814858661184
Benin,0.809333496063441
Peru,0.8086378891993696
Madagascar,0.8083287070925304
South Africa,0.80829776696938
Egypt,0.8082336125314193
Guinea-Bissau,0.8081787532831811
Tunisia,0.8081385283575541
Albania,0.8081082395691609
Andorra,0.8081082395691609
Antigua and Barbuda,0.8081082395691609
Argentina,0.8081082395691609
Austria,0.8081082395691609
Azerbaijan,0.8081082395691609
Belgium,0.8081082395691609
Bolivia,0.8081082395691609
Botswana,0.8081082395691609
Brazil,0.8081082395691609
Cameroon,0.8081082395691609
Cape Verde,0.8081082395691609
Central African Republic,0.8081082395691609
Chad,0.8081082395691609
Chile,0.8081082395691609
Colombia,0.8081082395691609
Congo,0.8081082395691609
Cook Islands,0.8081082395691609
Cote d'Ivoire,0.8081082395691609
Cuba,0.8081082395691609
Democratic Republic of Congo,0.8081082395691609
Denmark,0.8081082395691609
Equatorial Guinea,0.8081082395691609
Eritrea,0.8081082395691609
Eswatini,0.8081082395691609
Faroe Islands,0.8081082395691609
Finland,0.8081082395691609
France,0.8081082395691609
French Polynesia,0.8081082395691609
Germany,0.8081082395691609
Ghana,0.8081082395691609
Greenland,0.8081082395691609
Guatemala,0.8081082395691609
Iceland,0.8081082395691609
Indonesia,0.8081082395691609
Iraq,0.8081082395691609
Ireland,0.8081082395691609
Kenya,0.8081082395691609
Kosovo,0.8081082395691609
Lebanon,0.8081082395691609
Lesotho,0.8081082395691609
Liberia,0.8081082395691609
Lithuania,0.8081082395691609
Mauritania,0.8081082395691609
Mongolia,0.8081082395691609
Netherlands,0.8081082395691609
Nicaragua,0.8081082395691609
North Korea,0.8081082395691609
Pakistan,0.8081082395691609
Palestine,0.8081082395691609
Poland,0.8081082395691609
Saudi Arabia,0.8081082395691609
Senegal,0.8081082395691609
Serbia,0.8081082395691609
Seychelles,0.8081082395691609
Sierra Leone,0.8081082395691609
Slovakia,0.8081082395691609
Slovenia,0.8081082395691609
South Sudan,0.8081082395691609
Sudan,0.8081082395691609
Suriname,0.8081082395691609
Sweden,0.8081082395691609
Switzerland,0.8081082395691609
Syria,0.8081082395691609
Togo,0.8081082395691609
Turkey,0.8081082395691609
Turkmenistan,0.8081082395691609
United Kingdom,0.8081082395691609
Uruguay,0.8081082395691609
World,0.8081082395691609
Zimbabwe,0.8081082395691609
Norway,0.8080911439021718
Bahrain,0.8080897483144618
Samoa,0.8080468990909949
Papua New Guinea,0.8080248964372643
Qatar,0.807997816706244
Djibouti,0.8079815989352399
Nigeria,0.8079528928192186
Montenegro,0.8078651937645066
Algeria,0.8078410688085708
Libya,0.8078248386018954
Vanuatu,0.8077748115079485
Afghanistan,0.8075238810404354
North Macedonia,0.8074104874365009
Bulgaria,0.8068258995637742
Brunei,0.8053534071208511
South Korea,0.8052402498784539
Thailand,0.7988293144153117
Croatia,0.7970417203779532
United States,0.7953525773410882
Russia,0.7943331968189559
Czechia,0.7933124514752606
New Zealand,0.7912258234018996
Hungary,0.7844643351696583
Belize,0.7834269485740689
Japan,0.7824177392312732
Fiji,0.7809568428592144
Belarus,0.779982144904454
Kuwait,0.7778544534924348
Yemen,0.7760384508227206
Portugal,0.7735710723414768
Italy,0.7716183640920776
Bahamas,0.7651633437624982
Israel,0.7615836968021251
Jamaica,0.7492200411966792
Trinidad and Tobago,0.7402998134430808
Romania,0.7301547283542829
Greece,0.7045828545641735
Moldova,0.7017840015420134
Latvia,0.6731363271537211
Hong Kong,0.6187025762310363
Estonia,0.6069264092043043
Angola,0.5954378166818258
Venezuela,0.48340967788773004
Bhutan,0.3998424058503349
Ukraine,0.0
